Id	Desc	BattleType	PointType	PointSubType	DataID	PosX	PosZ	FaceDirection	TeamType	AIFirstPointId	PointMode	GroupId
202004	娱乐战场（火烈岛_抢金币）_玩家小队出生点004	5	1	0	20001	-91.6	-0.7	0	-1	-1	0	-1
202005	娱乐战场（火烈岛_抢金币）_玩家小队出生点005	5	1	0	20001	121.75	-16.4	0	-1	-1	0	-1
202006	娱乐战场（火烈岛_抢金币）_玩家小队出生点006	5	1	0	20001	3.2	-65.2	0	-1	-1	0	-1
202007	娱乐战场（火烈岛_抢金币）_玩家小队出生点007	5	1	0	20001	-58.7	80.4	0	-1	-1	0	-1
202008	娱乐战场（火烈岛_抢金币）_玩家小队出生点008	5	1	0	20001	1.8	110.5	0	-1	-1	0	-1
202009	娱乐战场（火烈岛_抢金币）_玩家小队出生点009	5	1	0	20001	53.5	-18	0	-1	-1	0	-1
202010	娱乐战场（火烈岛_抢金币）_玩家小队出生点010	5	1	0	20001	-52.6	-18.8	0	-1	-1	0	-1
202011	娱乐战场（火烈岛_抢金币）_玩家小队出生点011	5	1	0	20001	68.2	66.9	0	-1	-1	0	-1
202012	娱乐战场（火烈岛_抢金币）_玩家小队出生点012	5	1	0	20001	64.12	13.16	0	-1	-1	0	-1
202101	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点001	5	1	0	20001	114.21	9.81	140.5398	0	-1	6	-1
202102	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点002	5	1	0	20001	113.47	11.63	355.7159	0	-1	6	-1
202103	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点003	5	1	0	20001	10.7	-71.29	204.7665	1	-1	6	-1
202104	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点004	5	1	0	20001	10.47	-68.91	0	1	-1	6	-1
202105	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点005	5	1	0	20001	55.06	20.3	204.7665	2	-1	6	-1
202106	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点006	5	1	0	20001	55.8	23.1	44.25505	2	-1	6	-1
202107	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点007	5	1	0	20001	-57.96	72.69	294.598	3	-1	6	-1
202108	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点008	5	1	0	20001	-56.44	73.83	41.4966	3	-1	6	-1
202109	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点009	5	1	0	20001	-106.33	-10.63	41.4966	4	-1	6	-1
202110	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点010	5	1	0	20001	-107.41	-11.95	212.9191	4	-1	6	-1
202111	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点011	5	1	0	20001	42.97	76.07	140.5398	5	-1	6	-1
202112	娱乐战场（火烈岛_抢金币）_六方_玩家小队出生点012	5	1	0	20001	41.46	76.77	294.598	5	-1	6	-1
203001	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点001	5	7	0	200001	114.9	8.1	0	-1	-1	0	-1
203002	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点002	5	7	0	200001	106.13	3.82	0	-1	-1	0	-1
203003	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点003	5	7	0	200001	-71.9	29.5	0	-1	-1	0	-1
203004	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点004	5	7	0	200001	-105.7	32.3	0	-1	-1	0	-1
203005	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点005	5	7	0	200001	-87.46	23.95	0	-1	-1	0	-1
203006	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点006	5	7	0	200001	-89.9	52.1	0	-1	-1	0	-1
203007	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点007	5	7	0	200001	-59.2	43.8	0	-1	-1	0	-1
203008	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点008	5	7	0	200001	-77.7	62.8	0	-1	-1	0	-1
203009	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点009	5	7	0	200001	-46.3	14.9	0	-1	-1	0	-1
203010	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点010	5	7	0	200001	-54.6	24.7	0	-1	-1	0	-1
203011	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点011	5	7	0	200001	-53.4	-6.7	0	-1	-1	0	-1
203012	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点012	5	7	0	200001	-46.5	-17.6	0	-1	-1	0	-1
203013	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点013	5	7	0	200001	-88.64	1.31	0	-1	-1	0	-1
203014	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点014	5	7	0	200001	-102.4	0.4	0	-1	-1	0	-1
203015	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点015	5	7	0	200001	-56.86	78.83	0	-1	-1	0	-1
203016	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点016	5	7	0	200001	-98.3	-33.5	0	-1	-1	0	-1
203017	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点017	5	7	0	200001	-49.9	73.7	0	-1	-1	0	-1
203018	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点018	5	7	0	200001	-102.5	17.6	0	-1	-1	0	-1
203019	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点019	5	7	0	200001	-104	-13.1	0	-1	-1	0	-1
203020	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点020	5	7	0	200001	-67.8	5.9	0	-1	-1	0	-1
203021	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点021	5	7	0	200001	-76.7	-33.05	0	-1	-1	0	-1
203022	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点022	5	7	0	200001	-61.8	-20.4	0	-1	-1	0	-1
203023	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点023	5	7	0	200001	-80.6	-47.1	0	-1	-1	0	-1
203024	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点024	5	8	0	100002	-78.1	-13	0	-1	-1	0	-1
203025	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点025	5	7	0	200001	54.9	67.1	0	-1	-1	0	-1
203026	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点026	5	7	0	200001	70.41	-1.53	0	-1	-1	0	-1
203027	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点027	5	7	0	200001	-0.1	111.4	0	-1	-1	0	-1
203028	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点028	5	7	0	200001	55.86	18.49	0	-1	-1	0	-1
203029	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点029	5	7	0	200001	16.4	3.7	0	-1	-1	0	-1
203030	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点030	5	7	0	200001	38.28	-71.34	0	-1	-1	0	-1
203031	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点031	5	7	0	200001	38.2	-81.9	0	-1	-1	0	-1
203032	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点032	5	7	0	200001	77.7	-46.31	0	-1	-1	0	-1
203033	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点033	5	9	0	100003	45.2	74.4	0	-1	-1	0	-1
203034	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点034	5	7	0	200001	45.5	61.7	0	-1	-1	0	-1
203035	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点035	5	7	0	200001	23.3	-85.8	0	-1	-1	0	-1
203036	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点036	5	7	0	200001	26.61	-5.76	0	-1	-1	0	-1
203037	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点037	5	7	0	200001	31.8	82.6	0	-1	-1	0	-1
203038	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点038	5	7	0	200001	-44.2	45.3	0	-1	-1	0	-1
203039	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点039	5	7	0	200001	122.11	-20.67	0	-1	-1	0	-1
203040	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点040	5	7	0	200001	7.7	-71.9	0	-1	-1	0	-1
203041	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点041	5	7	0	200001	11	19.2	0	-1	-1	0	-1
203042	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点042	5	7	0	200001	18	20.1	0	-1	-1	0	-1
203043	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点043	5	7	0	200001	7.46	28.18	0	-1	-1	0	-1
203044	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点044	5	7	0	200001	57.8	-16.7	0	-1	-1	0	-1
203045	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点045	5	8	0	100002	22.9	15.4	0	-1	-1	0	-1
203046	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点046	5	7	0	200001	64.8	-42.83	0	-1	-1	0	-1
203047	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点047	5	7	0	200001	62.1	9.4	0	-1	-1	0	-1
203048	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点048	5	7	0	200001	54.98	-70.15	0	-1	-1	0	-1
203049	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点049	5	7	0	200001	48.94	90.25	0	-1	-1	0	-1
203050	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点050	5	7	0	200001	-53.3	35.8	0	-1	-1	0	-1
203051	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点051	5	7	0	200001	37	-31.6	0	-1	-1	0	-1
203052	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点052	5	7	0	200001	43.1	-24.9	0	-1	-1	0	-1
203053	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点053	5	7	0	200001	33.3	-61.9	0	-1	-1	0	-1
203054	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点054	5	7	0	200001	22.9	15.4	0	-1	-1	0	-1
203055	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点055	5	7	0	200001	49.2	22.3	0	-1	-1	0	-1
203056	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点056	5	8	0	100002	43.7	-64.4	0	-1	-1	0	-1
203057	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点057	5	7	0	200001	16.36	-21.55	0	-1	-1	0	-1
203058	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点058	5	7	0	200001	0.3	-69.3	0	-1	-1	0	-1
203059	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点059	5	7	0	200001	22.9	-61.8	0	-1	-1	0	-1
203060	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点060	5	7	0	200001	13.3	85.6	0	-1	-1	0	-1
203061	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点061	5	7	0	200001	38.1	68.3	0	-1	-1	0	-1
203062	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点062	5	7	0	200001	38.2	77.3	0	-1	-1	0	-1
203063	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点063	5	7	0	200001	69.8	64.7	0	-1	-1	0	-1
203064	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点064	5	7	0	200001	123.7	-8.6	0	-1	-1	0	-1
203065	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点065	5	7	0	200001	104.2	35.6	0	-1	-1	0	-1
203066	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点066	5	7	0	200001	63	62.2	0	-1	-1	0	-1
203067	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点067	5	7	0	200001	113.26	16.58	0	-1	-1	0	-1
203068	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点068	5	7	0	200001	45.7	85.4	0	-1	-1	0	-1
203069	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点069	5	7	0	200001	6.4	74.8	0	-1	-1	0	-1
203070	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点070	5	7	0	200001	61.5	84.9	0	-1	-1	0	-1
203071	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点071	5	7	0	200001	94.7	34.79	0	-1	-1	0	-1
203072	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点072	5	7	0	200001	-88.7	60.2	0	-1	-1	0	-1
203073	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点073	5	7	0	200001	-41.6	76	0	-1	-1	0	-1
203074	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点074	5	7	0	200001	114.8	25.9	0	-1	-1	0	-1
203075	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点075	5	7	0	200001	120.2	3.9	0	-1	-1	0	-1
203076	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点076	5	7	0	200001	112.3	-23.5	0	-1	-1	0	-1
203077	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点077	5	8	0	100002	118.3	-28.9	0	-1	-1	0	-1
203078	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点078	5	7	0	200001	-78.5	56.2	0	-1	-1	0	-1
203079	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点079	5	7	0	200001	42.8	-40.9	0	-1	-1	0	-1
203080	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点080	5	7	0	200001	39.9	-56.5	0	-1	-1	0	-1
203081	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点081	5	7	0	200001	42.9	-3.8	0	-1	-1	0	-1
203082	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点082	5	7	0	200001	11	12.2	0	-1	-1	0	-1
203083	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点083	5	7	0	200001	55.55	-46.33	0	-1	-1	0	-1
203084	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点084	5	7	0	200001	51.71	3.7	0	-1	-1	0	-1
203085	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点085	5	7	0	200001	50.52794	-5.824188	0	-1	-1	0	-1
203086	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点086	5	7	0	200001	-79.3	9.2	0	-1	-1	0	-1
203087	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点087	5	7	0	200001	111.21	31.38	0	-1	-1	0	-1
203088	娱乐战场（火烈岛_抢金币）_普通NPC“金币矿工（隐藏）”刷新点088	5	7	0	200001	111.21	31.38	0	-1	-1	0	-1
#204001	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点001	5	6	0	200002	55.3	16.9	0	-1	-1	0	-1
#204002	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点002	5	6	0	200002	18.81	87.71	0	-1	-1	0	-1
#204003	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点003	5	6	0	200002	114.3	-28.4	0	-1	-1	0	-1
#204004	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点004	5	6	0	200002	97.55	34.02	0	-1	-1	0	-1
#204005	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点005	5	6	0	200002	48.7	-69	0	-1	-1	0	-1
#204006	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点006	5	6	0	200002	-101.4	34.3	0	-1	-1	0	-1
#204007	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点007	5	6	0	200002	14.8	19.6	0	-1	-1	0	-1
#204008	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点008	5	6	0	200002	55.1	65.4	0	-1	-1	0	-1
#204009	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点009	5	6	0	200002	105.47	34.58	0	-1	-1	0	-1
#204010	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点010	5	6	0	200002	-86.3	63.8	0	-1	-1	0	-1
#204011	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点011	5	6	0	200002	54.8	-0.1	0	-1	-1	0	-1
#204012	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点012	5	6	0	200002	75.7	-44.8	0	-1	-1	0	-1
#204013	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点013	5	6	0	200002	108.2	22.2	0	-1	-1	0	-1
#204014	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点014	5	6	0	200002	40.8	-48.8	0	-1	-1	0	-1
#204015	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点015	5	6	0	200002	48.3	-8.6	0	-1	-1	0	-1
#204016	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点016	5	6	0	200002	12.9	-62	0	-1	-1	0	-1
#204017	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点017	5	6	0	200002	54.1	-46.3	0	-1	-1	0	-1
#204018	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点018	5	6	0	200002	48.1	-23.3	0	-1	-1	0	-1
#204019	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点019	5	6	0	200002	43.49	-40.01	0	-1	-1	0	-1
#204020	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点020	5	6	0	200002	24.2	-1.7	0	-1	-1	0	-1
#204021	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点021	5	6	0	200002	18.81	87.71	0	-1	-1	0	-1
#204022	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点022	5	6	0	200002	64.2	62.96	0	-1	-1	0	-1
#204023	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点023	5	6	0	200002	119.81	-21.28	0	-1	-1	0	-1
#204024	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点024	5	6	0	200002	69.56	38.19	0	-1	-1	0	-1
#204025	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点025	5	6	0	200002	43.7	71.79	0	-1	-1	0	-1
#204026	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点026	5	6	0	200002	14.8	19.6	0	-1	-1	0	-1
#204027	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点027	5	6	0	200002	31.68	-59.86	0	-1	-1	0	-1
#204028	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点028	5	6	0	200002	47.52	71.82	0	-1	-1	0	-1
#204029	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点029	5	6	0	200002	41.6	79.9	0	-1	-1	0	-1
#204030	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点030	5	6	0	200002	39.85	-67.51	0	-1	-1	0	-1
#204031	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点031	5	6	0	200002	6.4	83.3	0	-1	-1	0	-1
#204032	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点032	5	6	0	200002	119	8.3	0	-1	-1	0	-1
#204033	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点033	5	6	0	200002	32.25	83.6	0	-1	-1	0	-1
#204034	娱乐战场（火烈岛_抢金币）_普通NPC“血包矿工（隐藏）”刷新点034	5	6	0	200002	112.06	29.87	0	-1	-1	0	-1
205001	娱乐战场（火烈岛_抢金币）_逃亡时刻NPC（战场事件）“终极BOSS”刷新点	5	6	3	201001	12	3	-130	-1	-1	0	-1
206001	娱乐战场（火烈岛_抢金币）_追逐时刻NPC（战场事件）“夺金BOSS”刷新点001	5	6	2	202001	12	3	-130	-1	2020101	0	-1
206002	娱乐战场（火烈岛_抢金币）_追逐时刻NPC（战场事件）“夺金BOSS”刷新点002	5	6	2	202001	12	3	-130	-1	2020201	0	-1
207001	娱乐战场（火烈岛_抢金币）_劫掠时刻NPC（战场事件）“金矿车”刷新点001	5	6	1	203001	12	3	-130	-1	2010101	0	-1
207002	娱乐战场（火烈岛_抢金币）_劫掠时刻NPC（战场事件）“金矿车”刷新点002	5	6	1	203001	12	3	-130	-1	2010201	0	-1
207003	娱乐战场（火烈岛_抢金币）_劫掠时刻NPC（战场事件）“金矿车”刷新点003	5	6	1	203001	12	3	-130	-1	2010301	0	-1
207004	娱乐战场（火烈岛_抢金币）_劫掠时刻NPC（战场事件）“金矿车”刷新点004	5	6	1	203001	12	3	-130	-1	2010401	0	-1
208001	新手战场（火烈岛_抢金币）_场景buff_大_刷新点001	5	12	0	5	66.45	-59.4	0	-1	-1	0	-1
208002	新手战场（火烈岛_抢金币）_场景buff_大_刷新点002	5	12	0	6	21.2	67.6	0	-1	-1	0	-1
208101	新手战场（火烈岛_抢金币）_场景buff_小_刷新点001	5	12	0	4	7.93	25.23001	0	-1	-1	0	-1
#208102	新手战场（火烈岛_抢金币）_场景buff_小_刷新点002	5	12	0	4	66.27	-58.94	322.8756	-1	-1	0	-1
208103	新手战场（火烈岛_抢金币）_场景buff_小_刷新点003	5	12	0	4	36.55	11.14001	345.6933	-1	-1	0	-1
208104	新手战场（火烈岛_抢金币）_场景buff_小_刷新点004	5	12	0	4	99.19	18.55001	344.0302	-1	-1	0	-1
208105	新手战场（火烈岛_抢金币）_场景buff_小_刷新点005	5	12	0	4	60.84	79.59	36.55387	-1	-1	0	-1
208106	新手战场（火烈岛_抢金币）_场景buff_小_刷新点006	5	12	0	4	5.97	100.92	0	-1	-1	0	-1
208107	新手战场（火烈岛_抢金币）_场景buff_小_刷新点007	5	12	0	4	-72.4	-58.3	0.3064672	-1	-1	0	-1
208108	新手战场（火烈岛_抢金币）_场景buff_小_刷新点008	5	12	0	4	-53.9	-30.73	0	-1	-1	0	-1
208109	新手战场（火烈岛_抢金币）_场景buff_小_刷新点009	5	12	0	4	10.88	-49.77999	36.02606	-1	-1	0	-1
208110	新手战场（火烈岛_抢金币）_场景buff_小_刷新点010	5	12	0	4	-92.69	43.54	0	-1	-1	0	-1
#209001	娱乐战场（火烈岛_抢金币）_NPC（战场事件）“货船”刷新点001	5	6	4	204001	87	82	-130	-1	-1	0	-1
#210001	娱乐战场（火烈岛_抢金币）_NPC（战场事件）“黄金钱罐”刷新点001	5	3	1	20002	18	3	0	-1	-1	0	-1
220001	娱乐战场（火烈岛_抢金币）_场景中心点001	5	10	0	-1	-103.6	9.8	0	-1	-1	0	-1
220002	娱乐战场（火烈岛_抢金币）_场景中心点002	5	10	0	-1	-69.1	14.7	0	-1	-1	0	-1
220003	娱乐战场（火烈岛_抢金币）_场景中心点003	5	10	0	-1	106.2	-9	0	-1	-1	0	-1
220004	娱乐战场（火烈岛_抢金币）_场景中心点004	5	10	0	-1	113.5	11.6	0	-1	-1	0	-1
220005	娱乐战场（火烈岛_抢金币）_场景中心点005	5	10	0	-1	16	19.8	0	-1	-1	0	-1
220006	娱乐战场（火烈岛_抢金币）_场景中心点006	5	10	0	-1	-97.1	-35.5	0	-1	-1	0	-1
220007	娱乐战场（火烈岛_抢金币）_场景中心点007	5	10	0	-1	16	19.8	0	-1	-1	0	-1
220008	娱乐战场（火烈岛_抢金币）_场景中心点008	5	10	0	-1	21.1	86.5	0	-1	-1	0	-1
220009	娱乐战场（火烈岛_抢金币）_场景中心点009	5	10	0	-1	42.4	-48.8	0	-1	-1	0	-1
220010	娱乐战场（火烈岛_抢金币）_场景中心点010	5	10	0	-1	75.3	-39.3	0	-1	-1	0	-1
220011	娱乐战场（火烈岛_抢金币）_场景中心点011	5	10	0	-1	49.2	-4.2	0	-1	-1	0	-1
220012	娱乐战场（火烈岛_抢金币）_场景中心点012	5	10	0	-1	45.7	72.3	0	-1	-1	0	-1
211001	娱乐战场（火烈岛_抢金币）_安全区复活点001	5	11	0	-1	-64.32903	41.38659	0	-1	-1	0	-1
211002	娱乐战场（火烈岛_抢金币）_安全区复活点002	5	11	0	-1	21.9	14.5	0	-1	-1	0	-1
211003	娱乐战场（火烈岛_抢金币）_安全区复活点003	5	11	0	-1	58.9	8.3	0	-1	-1	0	-1
211004	娱乐战场（火烈岛_抢金币）_安全区复活点004	5	11	0	-1	-88.7	23.8	0	-1	-1	0	-1
211005	娱乐战场（火烈岛_抢金币）_安全区复活点005	5	11	0	-1	-50.6	40.4	0	-1	-1	0	-1
211006	娱乐战场（火烈岛_抢金币）_安全区复活点006	5	11	0	-1	51.7	64.4	0	-1	-1	0	-1
211007	娱乐战场（火烈岛_抢金币）_安全区复活点007	5	11	0	-1	-74.9	54.7	0	-1	-1	0	-1
211008	娱乐战场（火烈岛_抢金币）_安全区复活点008	5	11	0	-1	96.4	33.8	0	-1	-1	0	-1
211009	娱乐战场（火烈岛_抢金币）_安全区复活点009	5	11	0	-1	-61.7	69.1	0	-1	-1	0	-1
211010	娱乐战场（火烈岛_抢金币）_安全区复活点010	5	11	0	-1	15.2	64.2	0	-1	-1	0	-1
211011	娱乐战场（火烈岛_抢金币）_安全区复活点011	5	11	0	-1	-54.4	-9.9	0	-1	-1	0	-1
211012	娱乐战场（火烈岛_抢金币）_安全区复活点012	5	11	0	-1	-21.7	81.1	0	-1	-1	0	-1
211013	娱乐战场（火烈岛_抢金币）_安全区复活点013	5	11	0	-1	-71.3	-24.3	0	-1	-1	0	-1
211014	娱乐战场（火烈岛_抢金币）_安全区复活点014	5	11	0	-1	8.1	-67.1	0	-1	-1	0	-1
211015	娱乐战场（火烈岛_抢金币）_安全区复活点015	5	11	0	-1	-84.1	-42.9	0	-1	-1	0	-1
211016	娱乐战场（火烈岛_抢金币）_安全区复活点016	5	11	0	-1	4.3	81.3	0	-1	-1	0	-1
